Year,Month,Country,SriLanka_Arrivals,Estimated_Sigiriya_Visitors,Visitor_Category
2025,Jul,Germany,15707,8639,High
2025,Jul,China,13743,7559,High
2025,Jul,France,11780,6479,High
2025,Jul,Australia,9817,5399,Moderate
2025,Jul,United States,9817,5399,Moderate
2025,Jul,Netherlands,7853,4319,Moderate
2025,Jul,Italy,7853,4319,Moderate
2025,Jul,Spain,3926,2159,Moderate
2025,Jul,Poland,3926,2159,Moderate
2025,Jul,Japan,1963,1079,Moderate
2025,Jul,South Korea,1963,1079,Moderate
2025,Jul,UAE,1963,1079,Moderate
2025,Jul,Saudi Arabia,1963,1079,Moderate
2025,Jul,Qatar,1963,1079,Moderate
2025,Jul,Other,25524,14038,High
2025,Aug,India,51422,28282,High
2025,Aug,United Kingdom,20569,11313,High
2025,Aug,Russia,18512,10181,High
2025,Aug,Germany,16455,9050,High
2025,Aug,China,14398,7919,High
2025,Aug,France,12341,6787,High
2025,Aug,Australia,10284,5656,High
2025,Aug,United States,10284,5656,High
2025,Aug,Netherlands,8227,4525,Moderate
2025,Aug,Italy,8227,4525,Moderate
2025,Aug,Spain,4113,2262,Moderate
2025,Aug,Poland,4113,2262,Moderate
2025,Aug,Japan,2056,1131,Moderate
2025,Aug,South Korea,2056,1131,Moderate
2025,Aug,UAE,2056,1131,Moderate
2025,Aug,Saudi Arabia,2056,1131,Moderate
2025,Aug,Qatar,2056,1131,Moderate
2025,Aug,Other,26739,14706,High
2025,Sep,India,39735,21854,High
2025,Sep,United Kingdom,15894,8741,High
2025,Sep,Russia,14304,7867,High
2025,Sep,Germany,12715,6993,High
2025,Sep,China,11126,6119,High
2025,Sep,France,9536,5245,Moderate
2025,Sep,Australia,7947,4370,Moderate
2025,Sep,United States,7947,4370,Moderate
2025,Sep,Netherlands,6357,3496,Moderate
2025,Sep,Italy,6357,3496,Moderate
2025,Sep,Spain,3178,1748,Moderate
2025,Sep,Poland,3178,1748,Moderate
2025,Sep,Japan,1589,874,Low
2025,Sep,South Korea,1589,874,Low
2025,Sep,UAE,1589,874,Low
2025,Sep,Saudi Arabia,1589,874,Low
2025,Sep,Qatar,1589,874,Low
2025,Sep,Other,20662,11364,High
2025,Oct,India,42073,23140,High
2025,Oct,United Kingdom,16829,9256,High
2025,Oct,Russia,15146,8330,High
2025,Oct,Germany,13463,7404,High
2025,Oct,China,11780,6479,High
2025,Oct,France,10097,5553,Moderate
2025,Oct,Australia,8414,4628,Moderate
2025,Oct,United States,8414,4628,Moderate
2025,Oct,Netherlands,6731,3702,Moderate
2025,Oct,Italy,6731,3702,Moderate
2025,Oct,Spain,3365,1851,Moderate
2025,Oct,Poland,3365,1851,Moderate
2025,Oct,Japan,1682,925,Moderate
2025,Oct,South Korea,1682,925,Moderate
2025,Oct,UAE,1682,925,Moderate
2025,Oct,Saudi Arabia,1682,925,Moderate
2025,Oct,Qatar,1682,925,Moderate
2025,Oct,Other,21878,12032,High
2025,Nov,India,46747,25711,High
2025,Nov,United Kingdom,18699,10284,High
2025,Nov,Russia,16829,9256,High
2025,Nov,Germany,14959,8227,High
2025,Nov,China,13089,7199,High
2025,Nov,France,11219,6170,High
2025,Nov,Australia,9349,5142,Moderate
2025,Nov,United States,9349,5142,Moderate
2025,Nov,Netherlands,7479,4113,Moderate
2025,Nov,Italy,7479,4113,Moderate
2025,Nov,Spain,3739,2056,Moderate
2025,Nov,Poland,3739,2056,Moderate
2025,Nov,Japan,1869,1028,Moderate
2025,Nov,South Korea,1869,1028,Moderate
2025,Nov,UAE,1869,1028,Moderate
2025,Nov,Saudi Arabia,1869,1028,Moderate
2025,Nov,Qatar,1869,1028,Moderate
2025,Nov,Other,24308,13369,High
2025,Dec,India,60772,33424,High
2025,Dec,United Kingdom,24308,13369,High
2025,Dec,Russia,21878,12032,High
2025,Dec,Germany,19447,10695,High
2025,Dec,China,17016,9358,High
2025,Dec,France,14585,8021,High
2025,Dec,Australia,12154,6684,High
2025,Dec,United States,12154,6684,High
2025,Dec,Netherlands,9723,5347,Moderate
2025,Dec,Italy,9723,5347,Moderate
2025,Dec,Spain,4861,2673,Moderate
2025,Dec,Poland,4861,2673,Moderate
2025,Dec,Japan,2430,1336,Moderate
2025,Dec,South Korea,2430,1336,Moderate
2025,Dec,UAE,2430,1336,Moderate
2025,Dec,Saudi Arabia,2430,1336,Moderate
2025,Dec,Qatar,2430,1336,Moderate
2025,Dec,Other,31601,17380,High
